iter	Logloss
300	0.1599480994
301	0.1599296212
302	0.1599112
303	0.1598929261
304	0.1598652006
305	0.1598279922
306	0.159792936
307	0.1597870451
308	0.1597004199
309	0.159697605
310	0.1596653495
311	0.1596133648
312	0.1595930062
313	0.1595846034
314	0.1595379783
315	0.1594984168
316	0.1594636404
317	0.1594444847
318	0.1594431973
319	0.1594401454
320	0.1593853197
321	0.1593427764
322	0.1593206462
323	0.1592040696
324	0.1591903002
325	0.1591726994
326	0.1591565883
327	0.1591395456
328	0.159114518
329	0.1590984337
330	0.1590761919
331	0.1590752174
332	0.1590568575
333	0.1590523103
334	0.1590211097
335	0.1590193409
336	0.1590013019
337	0.1589872158
338	0.1589777701
339	0.158965257
340	0.1589504295
341	0.1589256603
342	0.1589086874
343	0.1587248756
344	0.1587012978
345	0.1587006867
346	0.1586929443
347	0.1586466787
348	0.1586057386
349	0.1585600224
350	0.1585465963
351	0.158492924
352	0.158470014
353	0.1584356638
354	0.1584020057
355	0.1583872291
356	0.1583820883
357	0.1583160885
358	0.1582930146
359	0.1582766762
360	0.1582749651
361	0.1582543586
362	0.1582533023
363	0.1582197134
364	0.1582056462
365	0.1581866113
366	0.1581807292
367	0.1581807108
368	0.1581693361
369	0.1581215075
370	0.1581167356
371	0.1580292368
372	0.1580173831
373	0.1579519343
374	0.1579452934
375	0.1579452337
376	0.1578400728
377	0.1578388792
378	0.1578388644
379	0.1578342553
380	0.1578253227
381	0.1578188081
382	0.1577854902
383	0.1577674651
384	0.1577479852
385	0.1577450606
386	0.1577411982
387	0.1577361498
388	0.1577132302
389	0.157667229
390	0.1576667754
391	0.1576518588
392	0.1576319214
393	0.1576317274
394	0.1576314137
395	0.1575989466
396	0.1575838285
397	0.1575764097
398	0.1575761363
399	0.1575672961
400	0.1575623657
401	0.1575583606
402	0.1575090042
403	0.1574975905
404	0.1574927064
405	0.1574799162
406	0.1574758223
407	0.1574752906
408	0.1574532162
409	0.1574528986
410	0.1573804708
411	0.1573402166
412	0.1573127426
413	0.1572983826
414	0.1572979809
415	0.1572932312
416	0.1572903189
417	0.1572758431
418	0.1572546625
419	0.1572451328
420	0.1572318762
421	0.1571991265
422	0.1571962594
423	0.1571958753
424	0.157167035
425	0.1571404242
426	0.1571397992
427	0.1571389434
428	0.1571355597
429	0.157129634
430	0.1571193427
431	0.157100966
432	0.1571007088
433	0.157087882
434	0.1570843581
435	0.1570761895
436	0.1570761719
437	0.1569772002
438	0.1569771508
439	0.1569671618
440	0.1569576911
441	0.1569531063
442	0.1569474827
443	0.1569440898
444	0.1569018606
445	0.1568970562
446	0.156896954
447	0.1568945128
448	0.1568916623
449	0.1567956373
450	0.1567842661
451	0.1567699427
452	0.1567612067
453	0.1567438927
454	0.1567257186
455	0.156683817
456	0.1566400048
457	0.1566331863
458	0.1566177475
459	0.1566086881
460	0.156607568
461	0.1566058176
462	0.1566056645
463	0.1566044535
464	0.1566022514
465	0.156590707
466	0.1565895351
467	0.1565561973
468	0.1565261675
469	0.1565214895
470	0.156517764
471	0.1565106279
472	0.1565100622
473	0.1565021549
474	0.1564845914
475	0.1564793503
476	0.1564786462
477	0.1564311867
478	0.1563738906
479	0.1563616452
480	0.1563554215
481	0.1563543082
482	0.1563496273
483	0.1563271837
484	0.1563228655
485	0.1563051538
486	0.1563027017
487	0.1562785216
488	0.1562373648
489	0.1562264423
490	0.1562125009
491	0.1562108015
492	0.156183495
493	0.1561811815
494	0.1561612428
495	0.1561442124
496	0.1561336851
497	0.156125435
498	0.1561227434
499	0.1561205181
500	0.1560845166
501	0.1560052475
502	0.1559379004
503	0.1559273642
504	0.1559252302
505	0.1558916763
506	0.1558787834
507	0.1558291915
508	0.1558049135
509	0.1558034752
510	0.155803453
511	0.1557713207
512	0.1557705795
513	0.1557558329
514	0.1557550288
515	0.1557547982
516	0.1557536451
517	0.1557391863
518	0.1557314061
519	0.1557312056
520	0.1557229042
521	0.155714131
522	0.1556979512
523	0.1556964415
524	0.1556877049
525	0.1556828211
526	0.1556218863
527	0.1555943541
528	0.1555700524
529	0.1555661308
530	0.1555659596
531	0.1555500919
532	0.1555291597
533	0.1555280223
534	0.1555252618
535	0.1555247614
536	0.1555238485
537	0.155481915
538	0.1554447917
539	0.1554288379
540	0.1554051845
541	0.1554042593
542	0.1553982879
543	0.1553347691
544	0.1553234705
545	0.155268064
546	0.155265766
547	0.1552654638
548	0.155203401
549	0.1551967932
550	0.1551901727
551	0.1551897973
552	0.1551792827
553	0.155170414
554	0.155169907
555	0.1551216094
556	0.1551157485
557	0.1550727446
558	0.1550652776
559	0.1550439224
560	0.1550417638
561	0.1550379844
562	0.1550372898
563	0.1550268264
564	0.1550248677
565	0.1550006204
566	0.1549926664
567	0.1549810856
568	0.1549785398
569	0.154975873
570	0.1549575968
571	0.1549524693
572	0.1549473916
573	0.1549468939
574	0.1549221554
575	0.154913954
576	0.1549138456
577	0.1548934295
578	0.1548865942
579	0.1548103987
580	0.1548062334
581	0.1547405529
582	0.1547355173
583	0.1547339229
584	0.1547303228
585	0.1547241703
586	0.1547241404
587	0.1547215418
588	0.154717285
589	0.1547163337
590	0.1546724219
591	0.1546718632
592	0.1546362086
593	0.1546342655
594	0.1546341785
595	0.1546215152
596	0.154602224
597	0.1546001915
598	0.1545995228
599	0.1545980724
600	0.1545692896
601	0.1545680168
602	0.1545676692
603	0.1545675812
604	0.1545543744
605	0.1545434446
606	0.1545410451
607	0.1545407341
608	0.1545404186
609	0.1545383909
610	0.154520547
611	0.1545041159
612	0.1545014776
613	0.1545014221
614	0.1544972596
615	0.1544823879
616	0.1544799682
617	0.1544794813
618	0.1544725555
619	0.1544719418
620	0.1544708088
621	0.1544675125
622	0.1544654963
623	0.1544651282
624	0.1544641449
625	0.154462629
626	0.1544482194
627	0.1544317326
628	0.1544307323
629	0.1544254696
630	0.1544251147
631	0.1544102205
632	0.1544091757
633	0.1544075703
634	0.1544020593
635	0.1543968732
636	0.1543617356
637	0.1543615637
638	0.154357611
639	0.1543562047
640	0.1543555996
641	0.1543334144
642	0.1543331089
643	0.1543138404
644	0.1543035114
645	0.1543009129
646	0.1542973649
647	0.1542963
648	0.1542953901
649	0.1542834641
650	0.1542822387
651	0.1542679269
652	0.1542676798
653	0.1542657183
654	0.1542652093
655	0.1542158897
656	0.1541873059
657	0.1541565971
658	0.1541558589
659	0.1541276566
660	0.1541258274
661	0.154119628
662	0.1540838821
663	0.1540483362
664	0.1540472645
665	0.1540405659
666	0.1540362531
667	0.1540347106
668	0.1540104413
669	0.1540059958
670	0.1540059542
671	0.153991241
672	0.1539896978
673	0.1539805889
674	0.1539661184
675	0.1539656542
676	0.153961004
677	0.1539610004
678	0.1539598942
679	0.1539243403
680	0.1539239531
681	0.1539227907
682	0.1539227634
683	0.1539204667
684	0.1538770506
685	0.1538668348
686	0.1538668132
687	0.1538042443
688	0.1537838777
689	0.1537834692
690	0.1537834655
691	0.1537789305
692	0.1537706746
693	0.1537703555
694	0.1537636691
695	0.1537612505
696	0.1537612307
697	0.1537601066
698	0.1537600968
699	0.153746388
700	0.15371512
701	0.1537149519
702	0.1537071046
703	0.1537018667
704	0.1537006575
705	0.1536980509
706	0.1536939827
707	0.1536933064
708	0.1536593856
709	0.1536543748
710	0.1536269282
711	0.1536059215
712	0.1536045579
713	0.1536036639
714	0.1535623805
715	0.1535278483
716	0.1535277193
717	0.1535127025
718	0.1534818589
719	0.153445774
720	0.1534431126
721	0.1533928346
722	0.1533886496
723	0.1533611835
724	0.1533602673
725	0.1533599565
726	0.1533588382
727	0.1533442794
728	0.1533370814
729	0.1533365896
730	0.1533363254
731	0.1533363188
732	0.1533341941
733	0.1533138973
734	0.1533134635
735	0.153301083
736	0.1532963669
737	0.1532963163
738	0.1532956783
739	0.1532950637
740	0.1532920779
741	0.1532914601
742	0.1532857316
743	0.1532750874
744	0.1532740204
745	0.1532729742
746	0.153271556
747	0.1532688949
748	0.1532562968
749	0.1532561626
750	0.1532555237
751	0.153255296
752	0.1532466172
753	0.1532376589
754	0.1532376284
755	0.1532367643
756	0.1532310087
757	0.1532306277
758	0.1532274603
759	0.1532266376
760	0.1532241046
761	0.1531940453
762	0.153194045
763	0.1531935218
764	0.1531592263
765	0.1531589971
766	0.1531368393
767	0.1531343514
768	0.1531317586
769	0.1531282795
770	0.1531111567
771	0.1531000604
772	0.1530905324
773	0.153076006
774	0.1530141629
775	0.1529972694
776	0.1529871152
777	0.1529862064
778	0.1529855251
779	0.1529846475
780	0.1529835476
781	0.152981928
782	0.1529814734
783	0.1529753702
784	0.1529734263
785	0.1529733744
786	0.1529729174
787	0.1529507718
788	0.152946151
789	0.1529431332
790	0.1529428478
791	0.1529362969
792	0.1529308927
793	0.1529249849
794	0.1529093895
795	0.1528860954
796	0.1528856024
797	0.1528435445
798	0.1528246132
799	0.1528007104
800	0.1527992387
801	0.1527971031
802	0.1527733196
803	0.1527712517
804	0.1527709701
805	0.1527677049
806	0.1527676172
807	0.1527674999
808	0.1527664536
809	0.1527656131
810	0.1527479092
811	0.1527466909
812	0.1527450466
813	0.1527446044
814	0.1527440298
815	0.1527395375
816	0.1527232057
817	0.1527230002
818	0.1527229871
819	0.1527227884
820	0.1527208728
821	0.1526893542
822	0.1526355613
823	0.152633495
824	0.1526315043
825	0.152628715
826	0.1526232164
827	0.1526227642
828	0.1525948627
829	0.1525718464
830	0.1525595587
831	0.1525519627
832	0.1525496101
833	0.1525142228
834	0.1525124689
835	0.1525101633
836	0.1524977197
837	0.152497634
838	0.1524925585
839	0.1524925288
840	0.1524924859
841	0.1524809099
842	0.152477166
843	0.1524766345
844	0.152466492
845	0.152465929
846	0.1524384024
847	0.1524365487
848	0.1524363708
849	0.1524065664
850	0.1524018043
851	0.1524011386
852	0.1523792585
853	0.152379229
854	0.1523791498
855	0.1523712806
856	0.152331792
857	0.1523308503
858	0.1523272671
859	0.1523262975
860	0.1523254574
861	0.1523246522
862	0.152324616
863	0.1523242761
864	0.1523242753
865	0.1523105786
866	0.1523087766
867	0.1523086776
868	0.1522933939
869	0.1522906183
870	0.1522889759
871	0.1522889126
872	0.1522798244
873	0.1522798238
874	0.1522794594
875	0.1522540382
876	0.1522530182
877	0.1522526226
878	0.1522157635
879	0.1522157334
880	0.1522156854
881	0.1521974561
882	0.152195123
883	0.1521853986
884	0.1521835839
885	0.1521789816
886	0.1521727818
887	0.1521607981
888	0.1521380617
889	0.1521333844
890	0.1521300595
891	0.152130059
892	0.1521228135
893	0.1521159089
894	0.1521157467
895	0.1521156812
896	0.1521132894
897	0.1521118983
898	0.1521031948
899	0.1520986243
900	0.1520986189
901	0.1520985797
902	0.1520659792
903	0.1520370411
904	0.152036319
905	0.1519931785
906	0.1519931563
907	0.1519773492
908	0.1519599738
909	0.1519583586
910	0.1519580564
911	0.1519575987
912	0.151956714
913	0.1519544617
914	0.1519540907
915	0.1519313019
916	0.1519190018
917	0.1518920392
918	0.1518887476
919	0.1518884585
920	0.1518580996
921	0.1518579912
922	0.1518575209
923	0.1518161927
924	0.1518157255
925	0.1518145636
926	0.1518145025
927	0.1518141398
928	0.1518033333
929	0.1517977446
930	0.1517846994
931	0.1517846321
932	0.1517596885
933	0.151755419
934	0.1517193065
935	0.1517104943
936	0.1516918953
937	0.1516915342
938	0.1516887568
939	0.1516887519
940	0.1516869864
941	0.1516869674
942	0.1516336011
943	0.1515969608
944	0.1515827902
945	0.1515815681
946	0.1515814946
947	0.1515808127
948	0.1515807896
949	0.1515791953
950	0.1515789493
951	0.1515262795
952	0.1515240918
953	0.1515238565
954	0.1515237548
955	0.1514881514
956	0.151482149
957	0.1514772622
958	0.1514719107
959	0.1514715596
960	0.1514711814
961	0.1514671858
962	0.1514621756
963	0.1514620434
964	0.1514607945
965	0.1514585001
966	0.1514443528
967	0.151440338
968	0.1514391259
969	0.151437033
970	0.1514369456
971	0.1514369046
972	0.1514369037
973	0.151422922
974	0.1514206496
975	0.1514206158
976	0.1514201155
977	0.1514174175
978	0.1514043077
979	0.151404124
980	0.151404001
981	0.1514039417
982	0.1514037437
983	0.1513990009
984	0.1513987712
985	0.1513986507
986	0.1513966744
987	0.1513957822
988	0.1513755536
989	0.1513712908
990	0.1513712008
991	0.1513589703
992	0.1513560648
993	0.1513560611
994	0.1513560281
995	0.1513543785
996	0.1513533028
997	0.151351982
998	0.1513202756
999	0.151317755
